id,type,properties
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_1_70_9_118_7,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1"", 70.9, 118.7], ""category"": ""event"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(event_1, 70.9, 118.7)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""notes"": ""End time is inferred from the next distinct event timestamp in the same clip when available; it is null for the final timestamp group."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_1_70_9_118_7"", ""predicate_key"": ""has_time_window"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_1_70_9_118_7"", ""source"": {""fields"": [""frame:int"", ""time_s:float""], ""file"": ""nodes_events.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::isA::rear_chassis_chassis,Predicate,"{""args"": [""rear_chassis"", ""Chassis""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(rear_chassis, Chassis)"", ""display_name"": ""isA"", ""name"": ""isA"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::isA::rear_chassis_chassis"", ""predicate_key"": ""is_a"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::isA::rear_chassis_chassis"", ""source"": {""fields"": [""components"", ""industreal_component::rear_chassis"", ""generic_type""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::isA::rear_chassis_component,Predicate,"{""args"": [""rear_chassis"", ""Component""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(rear_chassis, Component)"", ""display_name"": ""isA"", ""name"": ""isA"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::isA::rear_chassis_component"", ""predicate_key"": ""is_a"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::isA::rear_chassis_component"", ""source"": {""fields"": [""components"", ""industreal_component::rear_chassis"", ""generic_type""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::requiresInstalledBefore::rear_chassis_base_workspace,Predicate,"{""args"": [""rear_chassis"", ""base"", ""workspace""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""requiresInstalledBefore(rear_chassis, base, workspace)"", ""display_name"": ""requiresInstalledBefore"", ""name"": ""requiresInstalledBefore"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::requiresInstalledBefore::rear_chassis_base_workspace"", ""predicate_key"": ""requires_installed_before"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::requiresInstalledBefore::rear_chassis_base_workspace"", ""source"": {""fields"": [""components"", ""industreal_component::rear_chassis"", ""installation_target""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_1_rear_chassis,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1"", ""rear_chassis""], ""category"": ""object_interaction"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(event_1, rear_chassis)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""notes"": ""Existing graph marks this ACTS_ON edge as a component; no tool-specific role was available."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_1_rear_chassis"", ""predicate_key"": ""uses_object"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_1::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_1_rear_chassis"", ""source"": {""fields"": ["":START_ID(AssemblyEvent)"", "":END_ID(Component)"", ""role""], ""file"": ""edges_event_component.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_2_install,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2"", ""install""], ""category"": ""event"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(event_2, install)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_2_install"", ""predicate_key"": ""has_action"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_2_install"", ""source"": {""fields"": [""event_type"", ""action_desc""], ""file"": ""nodes_events.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasInstallTarget::front_rear_chassis_pin_rear_chassis,Predicate,"{""args"": [""front_rear_chassis_pin"", ""rear_chassis""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasInstallTarget(front_rear_chassis_pin, rear_chassis)"", ""display_name"": ""hasInstallTarget"", ""name"": ""hasInstallTarget"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasInstallTarget::front_rear_chassis_pin_rear_chassis"", ""predicate_key"": ""has_install_target"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasInstallTarget::front_rear_chassis_pin_rear_chassis"", ""source"": {""fields"": [""components"", ""industreal_component::front_rear_chassis_pin"", ""installation_target""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasLabel::front_rear_chassis_pin_front_rear_chassis_pin,Predicate,"{""args"": [""front_rear_chassis_pin"", ""front_rear_chassis_pin""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasLabel(front_rear_chassis_pin, front_rear_chassis_pin)"", ""display_name"": ""hasLabel"", ""name"": ""hasLabel"", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasLabel::front_rear_chassis_pin_front_rear_chassis_pin"", ""predicate_key"": ""has_label"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasLabel::front_rear_chassis_pin_front_rear_chassis_pin"", ""source"": {""fields"": [""component_id:ID(Component)"", ""display_name"", ""name""], ""file"": ""nodes_components.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasParentComponent::front_rear_chassis_pin_rear_chassis,Predicate,"{""args"": [""front_rear_chassis_pin"", ""rear_chassis""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasParentComponent(front_rear_chassis_pin, rear_chassis)"", ""display_name"": ""hasParentComponent"", ""name"": ""hasParentComponent"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasParentComponent::front_rear_chassis_pin_rear_chassis"", ""predicate_key"": ""has_parent_component"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasParentComponent::front_rear_chassis_pin_rear_chassis"", ""source"": {""fields"": [""components"", ""industreal_component::front_rear_chassis_pin"", ""parent_component""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasRequiredCondition::front_rear_chassis_pin_aligned_front_rear_chassis_pin_rear_chassis,Predicate,"{""args"": [""front_rear_chassis_pin"", ""aligned"", ""front_rear_chassis_pin"", ""rear_chassis""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredCondition(front_rear_chassis_pin, aligned, front_rear_chassis_pin, rear_chassis)"", ""display_name"": ""hasRequiredCondition"", ""name"": ""hasRequiredCondition"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasRequiredCondition::front_rear_chassis_pin_aligned_front_rear_chassis_pin_rear_chassis"", ""predicate_key"": ""has_required_condition"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasRequiredCondition::front_rear_chassis_pin_aligned_front_rear_chassis_pin_rear_chassis"", ""source"": {""fields"": [""components"", ""industreal_component::front_rear_chassis_pin"", ""required_conditions"", ""0""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasSafetyRequirement::front_rear_chassis_pin_secured_base_workspace,Predicate,"{""args"": [""front_rear_chassis_pin"", ""secured"", ""base"", ""workspace""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasSafetyRequirement(front_rear_chassis_pin, secured, base, workspace)"", ""display_name"": ""hasSafetyRequirement"", ""name"": ""hasSafetyRequirement"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasSafetyRequirement::front_rear_chassis_pin_secured_base_workspace"", ""predicate_key"": ""has_safety_requirement"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasSafetyRequirement::front_rear_chassis_pin_secured_base_workspace"", ""source"": {""fields"": [""components"", ""industreal_component::front_rear_chassis_pin"", ""safety_requirements"", ""0""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_2_70_9_118_7,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2"", 70.9, 118.7], ""category"": ""event"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(event_2, 70.9, 118.7)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""notes"": ""End time is inferred from the next distinct event timestamp in the same clip when available; it is null for the final timestamp group."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_2_70_9_118_7"", ""predicate_key"": ""has_time_window"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_2_70_9_118_7"", ""source"": {""fields"": [""frame:int"", ""time_s:float""], ""file"": ""nodes_events.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::isA::front_rear_chassis_pin_chassispin,Predicate,"{""args"": [""front_rear_chassis_pin"", ""ChassisPin""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(front_rear_chassis_pin, ChassisPin)"", ""display_name"": ""isA"", ""name"": ""isA"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::isA::front_rear_chassis_pin_chassispin"", ""predicate_key"": ""is_a"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::isA::front_rear_chassis_pin_chassispin"", ""source"": {""fields"": [""components"", ""industreal_component::front_rear_chassis_pin"", ""generic_type""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::isA::front_rear_chassis_pin_component,Predicate,"{""args"": [""front_rear_chassis_pin"", ""Component""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(front_rear_chassis_pin, Component)"", ""display_name"": ""isA"", ""name"": ""isA"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::isA::front_rear_chassis_pin_component"", ""predicate_key"": ""is_a"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::isA::front_rear_chassis_pin_component"", ""source"": {""fields"": [""components"", ""industreal_component::front_rear_chassis_pin"", ""generic_type""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::isA::front_rear_chassis_pin_fastener,Predicate,"{""args"": [""front_rear_chassis_pin"", ""Fastener""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(front_rear_chassis_pin, Fastener)"", ""display_name"": ""isA"", ""name"": ""isA"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::isA::front_rear_chassis_pin_fastener"", ""predicate_key"": ""is_a"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::isA::front_rear_chassis_pin_fastener"", ""source"": {""fields"": [""components"", ""industreal_component::front_rear_chassis_pin"", ""generic_type""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::requiresInstalledBefore::front_rear_chassis_pin_rear_chassis_base,Predicate,"{""args"": [""front_rear_chassis_pin"", ""rear_chassis"", ""base""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""requiresInstalledBefore(front_rear_chassis_pin, rear_chassis, base)"", ""display_name"": ""requiresInstalledBefore"", ""name"": ""requiresInstalledBefore"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::requiresInstalledBefore::front_rear_chassis_pin_rear_chassis_base"", ""predicate_key"": ""requires_installed_before"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::requiresInstalledBefore::front_rear_chassis_pin_rear_chassis_base"", ""source"": {""fields"": [""components"", ""industreal_component::front_rear_chassis_pin"", ""installation_target""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_2_front_rear_chassis_pin,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2"", ""front_rear_chassis_pin""], ""category"": ""object_interaction"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(event_2, front_rear_chassis_pin)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""notes"": ""Existing graph marks this ACTS_ON edge as a component; no tool-specific role was available."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_2_front_rear_chassis_pin"", ""predicate_key"": ""uses_object"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_2::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_2_front_rear_chassis_pin"", ""source"": {""fields"": ["":START_ID(AssemblyEvent)"", "":END_ID(Component)"", ""role""], ""file"": ""edges_event_component.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_3_install,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3"", ""install""], ""category"": ""event"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(event_3, install)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_3_install"", ""predicate_key"": ""has_action"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_3_install"", ""source"": {""fields"": [""event_type"", ""action_desc""], ""file"": ""nodes_events.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasInstallTarget::front_chassis_base,Predicate,"{""args"": [""front_chassis"", ""base""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasInstallTarget(front_chassis, base)"", ""display_name"": ""hasInstallTarget"", ""name"": ""hasInstallTarget"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasInstallTarget::front_chassis_base"", ""predicate_key"": ""has_install_target"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasInstallTarget::front_chassis_base"", ""source"": {""fields"": [""components"", ""industreal_component::front_chassis"", ""installation_target""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasLabel::front_chassis_front_chassis,Predicate,"{""args"": [""front_chassis"", ""front_chassis""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasLabel(front_chassis, front_chassis)"", ""display_name"": ""hasLabel"", ""name"": ""hasLabel"", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasLabel::front_chassis_front_chassis"", ""predicate_key"": ""has_label"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasLabel::front_chassis_front_chassis"", ""source"": {""fields"": [""component_id:ID(Component)"", ""display_name"", ""name""], ""file"": ""nodes_components.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_3_118_7_178_8,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3"", 118.7, 178.8], ""category"": ""event"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(event_3, 118.7, 178.8)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""notes"": ""End time is inferred from the next distinct event timestamp in the same clip when available; it is null for the final timestamp group."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_3_118_7_178_8"", ""predicate_key"": ""has_time_window"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::hasTimeWindow::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_3_118_7_178_8"", ""source"": {""fields"": [""frame:int"", ""time_s:float""], ""file"": ""nodes_events.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::isA::front_chassis_chassis,Predicate,"{""args"": [""front_chassis"", ""Chassis""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(front_chassis, Chassis)"", ""display_name"": ""isA"", ""name"": ""isA"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::isA::front_chassis_chassis"", ""predicate_key"": ""is_a"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::isA::front_chassis_chassis"", ""source"": {""fields"": [""components"", ""industreal_component::front_chassis"", ""generic_type""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::isA::front_chassis_component,Predicate,"{""args"": [""front_chassis"", ""Component""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""isA(front_chassis, Component)"", ""display_name"": ""isA"", ""name"": ""isA"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::isA::front_chassis_component"", ""predicate_key"": ""is_a"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::isA::front_chassis_component"", ""source"": {""fields"": [""components"", ""industreal_component::front_chassis"", ""generic_type""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::requiresInstalledBefore::front_chassis_base_workspace,Predicate,"{""args"": [""front_chassis"", ""base"", ""workspace""], ""category"": ""entity_metadata"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""requiresInstalledBefore(front_chassis, base, workspace)"", ""display_name"": ""requiresInstalledBefore"", ""name"": ""requiresInstalledBefore"", ""notes"": ""Derived from manually authored domain_config.yaml."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::requiresInstalledBefore::front_chassis_base_workspace"", ""predicate_key"": ""requires_installed_before"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::requiresInstalledBefore::front_chassis_base_workspace"", ""source"": {""fields"": [""components"", ""industreal_component::front_chassis"", ""installation_target""], ""file"": ""config/domain_config.yaml"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_3_front_chassis,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3"", ""front_chassis""], ""category"": ""object_interaction"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(event_3, front_chassis)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""notes"": ""Existing graph marks this ACTS_ON edge as a component; no tool-specific role was available."", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_3_front_chassis"", ""predicate_key"": ""uses_object"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_3::p::usesObject::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_3_front_chassis"", ""source"": {""fields"": ["":START_ID(AssemblyEvent)"", "":END_ID(Component)"", ""role""], ""file"": ""edges_event_component.csv"", ""type"": ""existing_graph_csv""}}"
Predicate::step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_4::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_4_install,Predicate,"{""args"": [""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_4"", ""install""], ""category"": ""event"", ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(event_4, install)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_4::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_4_install"", ""predicate_key"": ""has_action"", ""short_id"": ""step::raw_cad_dataset__all_test_clips::od_only::test_p1::03_assy_0_1::event_4::p::hasAction::step_raw_cad_dataset_all_test_clips_od_only_test_p1_03_assy_0_1_event_4_install"", ""source"": {""fields"": [""event_type"", ""action_desc""], ""file"": ""nodes_events.csv"", ""type"": ""existing_graph_csv""}}"
